2006|71|7165|26012
2006|33|14573|17636
2010|40|3584|30657
2008|20|14336|17208
2006|17|9181|27525
2011|19|5717|28262
2012|20|14598|31903
2010|11|11552|15924
2004|8|5133|9930
2009|11|10751|17616
2011|6|5245|22163
2012|5|1303|22108
2008|5|11329|15063
2004|4|2516|17041
2008|3|5371|8922
None|3|9634|20008
2011|5|954|22249
2006|1|5496|21495
2009|1|9598|19450
2009|1|5321|18049
2013|2|2299|9928
None|1|13300|21905
2013|1|9011|19857
2008|0|24377|17377
2012|0|24377|23549
2010|0|24377|22362
None|0|24377|32109
None|0|24377|24726
None|0|24377|27007
2012|1|13435|31129
None|0|24377|28462
2010|2|13422|19031
2006|2|1195|28046
2010|1|10307|14097
2009|1|2673|20191
None|0|24377|29437
None|0|24377|20115
None|0|24377|20042
None|0|24377|18965
None|0|24377|19719
2014|0|24377|31968
None|0|24377|25493
2011|0|24377|25875
2010|0|24377|24188
None|0|24377|27818
2010|0|24377|21072
