2009|161|7999|30942
2012|96|10505|20643
2010|57|7511|7785
2010|56|8364|110
2010|53|4696|16926
2013|64|12276|17497
2011|49|8470|18778
2009|33|11548|20813
2011|16|11620|18972
2012|18|9152|28544
2012|8|5217|17991
2012|6|9449|19782
2013|13|7329|22018
2012|3|13817|15239
2013|10|10428|22406
2010|4|11758|24872
2013|1|4128|25124
2014|1|7237|22600
2013|3|8654|21129
2012|1|2967|29820
None|0|24377|25909
2009|0|24377|29782
2014|0|24377|16125
None|1|2934|11645
None|0|24377|18460
2014|1|5031|22393
None|0|24377|22351
2013|0|24377|8805
2014|0|24377|15512
2012|0|24377|16753
None|0|24377|11980
