2009|27|14968|20140
2007|25|4727|26305
2009|22|6272|17756
2010|18|5608|6642
2007|19|8981|31530
2011|18|11232|16623
2011|18|1161|18349
2013|15|4477|29012
2013|18|14469|319
2008|13|3203|25399
2009|10|1242|21707
2011|11|3846|23818
2013|18|416|24980
2009|11|6950|17166
2012|12|2049|31774
2013|11|4405|20134
2012|13|13564|22246
2008|5|4484|32563
2007|4|10719|31611
2010|5|3892|20172
2008|4|7339|20226
2012|7|13482|26071
2014|4|3061|23653
2009|3|2462|9301
2011|4|4804|30630
2014|6|2535|28657
2012|3|10448|17585
2007|2|14640|16436
2014|2|12827|24398
2014|1|8288|27538
2013|1|2099|19928
2013|2|3042|25161
2012|1|12745|28602
2013|3|2772|18907
2010|1|2207|23530
2013|2|5690|30013
2013|1|4463|18471
2013|3|10309|29746
2014|1|14724|20229
2013|3|1367|18910
2007|0|24377|8688
None|1|14992|25190
2010|0|24377|21286
2013|0|24377|12531
None|0|24377|22555
None|0|24377|31240
2007|0|24377|7836
2011|0|24377|21647
2009|0|24377|25336
2014|0|24377|28421
2014|0|24377|28510
None|0|24377|22364
2009|0|24377|19920
2014|0|24377|16956
2005|0|24377|27231
2014|2|3227|20091
2014|0|24377|15230
2008|0|24377|24548
2014|1|2235|22619
2014|1|11685|19532
