2010|48|14505|27391
2012|34|476|19674
2006|34|7312|22740
2012|29|6875|22061
2012|21|11856|28796
2007|21|14913|22533
2008|19|8566|20237
2006|16|2220|17883
2008|13|8023|26338
2012|17|10598|31218
2008|8|8371|27533
2009|8|9206|17364
2008|8|13229|17055
2008|7|1260|6700
2009|8|6242|25009
2012|8|4574|28858
2013|9|367|32636
2012|8|593|8764
2010|6|11324|31362
2012|5|14633|31680
2008|4|6394|21432
2011|5|3882|24909
2011|5|1095|20598
2013|5|2322|32026
2008|2|5829|24972
2012|3|12802|29178
2013|3|5326|23528
2012|3|11402|15984
2012|2|14557|28781
2009|1|8349|19922
2010|1|2104|31915
2013|1|6273|19482
2014|0|24377|29232
2014|1|10551|18586
2013|1|5934|21992
2013|0|24377|15711
2009|0|24377|24521
2014|2|4859|16046
2014|0|24377|14890
1998|0|24377|29748
2013|0|24377|24654
2010|0|24377|32355
2013|0|24377|25356
2010|0|24377|16909
2014|0|24377|22187
2013|0|24377|15151
