2008|87|12486|163
2012|50|4622|17699
2010|34|1190|25037
2011|35|5597|18908
2000|16|11436|20728
2006|14|6193|23131
2011|22|6071|24115
2011|12|4194|27945
2008|7|5165|21833
2011|8|10038|17256
2012|9|10708|18427
2011|7|3755|28716
2010|6|6917|19405
2013|8|1356|9767
2009|4|4161|32037
2007|3|14836|24199
2014|5|877|27170
2008|3|719|21427
2008|3|4899|30129
2012|3|11709|20424
2010|1|6235|14103
2015|1|11316|24509
2015|0|24377|13106
2013|0|24377|32246
2013|0|24377|18999
None|0|24377|24243
2014|2|14862|21117
None|0|24377|12943
