2006|123|13521|32100
2007|45|12869|6707
2009|48|452|11943
2009|46|6191|25783
2011|49|1723|17609
2008|45|15043|20565
2007|43|1137|19580
2006|33|1858|27043
2008|27|7392|18517
2006|25|2758|6732
2007|23|11839|25513
2010|25|8216|17875
2008|22|5011|29081
2009|21|9459|6720
2010|23|1462|15658
2010|22|5259|23745
2008|14|10406|21781
2006|14|7191|27054
2008|14|8430|26739
2009|12|8283|19495
2012|15|11377|28750
2010|12|5202|16189
2010|6|4335|9926
2009|7|5337|27014
2011|7|6133|17214
2008|5|3951|19940
2013|10|14657|24208
2005|4|12857|30043
2012|7|685|19620
2013|12|9241|20952
2006|3|4571|29786
2011|4|743|72
2010|4|5850|9913
2010|3|395|24536
2009|3|9403|23996
2014|2|7896|28589
2006|2|7973|21033
2010|2|12260|6646
2008|2|7274|30975
2014|2|6531|30158
2014|4|4425|30053
2011|2|14373|16447
2013|2|3208|14034
2011|3|7093|26053
2012|3|9343|17758
2009|5|1291|17786
2012|1|15031|15248
2010|1|4154|18974
2011|1|6515|20278
2011|1|9229|31248
2013|10|7457|29045
2014|1|6312|22039
2012|1|3935|15083
2009|1|4814|22185
2011|1|5104|14248
2013|0|24377|26877
None|0|24377|31731
None|0|24377|18751
None|0|24377|25605
2013|0|24377|13135
None|0|24377|27812
None|0|24377|15750
2008|0|24377|30602
None|0|24377|17535
2012|0|24377|15175
2008|0|24377|11026
None|0|24377|18739
None|0|24377|12059
2015|0|24377|21535
None|0|24377|20789
2010|0|24377|18745
2013|0|24377|7697
2014|0|24377|22135
2012|0|24377|32051
2013|1|4355|24329
2014|1|5015|32211
None|0|24377|31299
None|0|24377|24567
None|0|24377|15781
None|0|24377|22813
2012|0|24377|29686
2014|0|24377|15813
2012|0|24377|14073
None|0|24377|21950
None|0|24377|16633
None|0|24377|15995
2014|0|24377|21861
2014|5|4594|21209
None|0|24377|23240
2006|0|24377|29666
2011|0|24377|29120
2014|3|1194|24694
None|0|24377|32287
2009|0|24377|19909
2010|0|24377|27660
None|0|24377|26837
None|0|24377|28700
2009|0|24377|22001
