2007|41|13794|26289
2008|41|2721|18849
2011|41|13635|14210
2009|41|13357|31106
2012|48|10039|20
2010|31|969|17543
2010|28|5776|30649
2008|17|1683|24206
2011|12|12316|31973
2012|10|12186|31192
2008|7|1050|25781
2012|9|11467|22992
2012|6|10302|9845
2009|7|13968|26470
2013|11|9356|17015
2009|7|9245|32569
2011|5|14472|26530
2014|5|13537|25265
2013|11|11822|24125
2012|8|14725|20311
2012|9|2193|18746
2013|6|2356|26473
2012|6|9713|27180
2008|3|6184|19067
2009|3|10759|11093
2014|9|3891|31955
2014|8|6282|30457
2014|1|9338|30086
2014|3|6005|17701
2010|1|3168|29477
2013|2|12926|32156
2008|1|14551|23312
2013|0|24377|28022
2014|0|24377|29092
2014|0|24377|28808
2014|0|24377|29204
2012|0|24377|31174
None|0|24377|22170
None|0|24377|20924
2014|2|4399|14198
None|0|24377|238
None|0|24377|18102
2012|0|24377|7786
None|0|24377|25343
2006|0|24377|15120
None|0|24377|29150
None|0|24377|28317
